-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	100	-2	6	68	-2	6	64	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	100	-2	6	100	-2	6	100	-2	6	100	-2	6	68	-2	6	64	-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	102	1	6	6	1	7	6	1	6	6	-2	6	76	-2	6	64	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	100	-2	6	102	-2	43	-67	-2	43	-11	-2	43	-11	-2	43	-11	-2	43	-11	-2	43	-9	-2	6	108	-2	6	100	-2	6	100	-2	6	100	-2	6	102	1	6	7	1	7	7	1	6	7	-2	19	-5	1	6	7	1	7	7	-2	6	8	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	102	-2	43	-3	-2	43	-11	-2	43	-25	-2	35	-69	-2	37	-39	-2	37	-111	-2	37	-111	-2	37	-111	-2	37	-77	-2	35	-35	-2	35	-15	-2	35	-73	-2	16	-103	-2	16	-77	1	6	6	1	7	6	1	6	6	-2	19	-6	1	6	6	-2	6	-55	-2	6	-128	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	32	-2	6	36	-2	6	102	-2	35	-39	-2	35	-79	-2	35	-107	-2	35	-47	-2	35	-127	-2	35	-110	-2	37	-52	-2	37	64	-2	37	32	-2	37	36	-2	37	118	-2	43	-65	-2	35	42	-2	16	-55	-2	16	-128	-2	16	50	1	6	7	1	7	7	1	6	7	-2	19	-6	1	6	7	-2	6	-52	-2	6	64	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	34	1	7	7	1	7	6	-2	35	-52	-2	35	98	-2	19	-5	-2	35	72	-2	35	0	-2	35	16	-2	35	19	-2	37	108	-2	37	102	-2	43	-3	-2	43	-25	-2	35	-87	-2	35	-74	-2	16	-120	-2	16	0	-2	16	50	1	6	6	1	7	6	-2	16	-5	-2	19	-6	1	6	6	1	7	6	-2	6	72	-2	6	0
-2	6	0	-2	6	0	-2	6	32	-2	6	54	1	7	6	1	6	6	1	7	6	-2	35	122	-2	19	-38	-2	35	-20	-2	35	100	-2	35	100	-2	35	116	-2	35	117	-2	35	-43	-2	35	-47	-2	35	-95	-2	35	-90	-2	16	-119	-2	16	-128	-2	16	0	-2	16	18	1	6	7	1	7	7	-2	16	-66	-2	19	-70	1	6	7	1	7	7	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	34	1	6	6	1	6	6	1	6	6	1	7	6	-2	35	-38	-2	19	-4	-2	19	117	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-43	-2	19	-45	-2	35	108	-2	35	102	-2	16	-119	-2	16	-128	-2	16	0	-2	16	0	-2	16	48	-2	16	53	-2	16	-25	-2	19	-87	-2	19	-74	1	6	6	1	7	6	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	7	1	6	7	1	6	7	1	7	7	-2	35	-40	-2	35	17	-2	35	-111	-2	35	-111	-2	35	-111	-2	35	-79	-2	35	-73	-2	19	92	-2	19	115	-2	16	-55	-2	16	-128	-2	16	32	-2	16	36	-2	16	100	-2	16	102	-2	19	-71	-2	19	-91	-2	19	-26	-2	16	-69	1	6	7	1	7	7	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	7	1	7	7	1	6	6	1	7	6	-2	35	-20	-2	35	100	-2	35	100	-2	35	100	-2	35	100	-2	35	102	-2	16	-103	-2	16	-77	-2	19	90	-2	16	-20	-2	16	100	-2	16	102	-2	19	-71	-2	19	-75	-2	19	-27	-2	19	-26	-2	16	-103	-2	16	-127	-2	16	-78	1	6	6	1	7	6	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	6	1	7	6	1	6	6	1	7	6	-2	16	-39	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	50	-2	19	-8	-2	19	53	-2	19	-11	-2	19	-27	-2	19	-26	-2	16	-103	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	50	1	6	7	1	7	7	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	7	1	7	7	1	6	6	1	7	6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-22	-2	16	-39	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	1	6	6	1	7	6	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	6	1	7	6	1	6	6	1	7	6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-6	-2	16	-56	-2	16	32	-2	16	36	-2	16	100	-2	16	68	-2	16	64	-2	16	32	-2	16	36	-2	16	100	-2	16	118	1	6	7	1	7	7	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	7	1	7	7	1	6	6	1	7	6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-6	-2	16	-56	-2	16	34	-2	17	-7	-2	17	-75	-2	17	-9	-2	16	8	-2	16	2	-2	17	-3	-2	17	-11	-2	17	-9	1	6	6	1	7	6	-2	6	-56	-2	6	0
-2	6	0	-2	6	0	-2	6	50	1	6	6	1	7	6	1	6	6	1	7	6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-6	-2	16	-56	-2	16	50	-2	17	-54	-2	16	-35	-2	16	-63	-2	16	-128	-2	16	16	-2	16	49	-2	16	-73	1	7	7	1	6	7	1	7	7	-2	6	-120	-2	6	0
-2	6	0	-2	6	0	-2	6	18	1	6	7	1	7	7	1	6	6	1	7	6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-6	-2	16	-24	-2	16	54	-2	17	-4	-2	17	119	-2	16	72	-2	16	0	-2	16	0	-2	16	34	1	6	6	1	7	6	1	6	6	-2	6	-55	-2	6	-128	-2	6	0
-2	6	0	-2	6	0	-2	6	16	-2	6	51	1	7	6	1	6	7	1	7	7	-2	16	-120	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-38	-2	16	-18	-2	19	-71	-2	19	-75	-2	19	-9	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	1	6	7	1	7	7	1	6	7	-2	6	-56	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	50	1	7	7	1	6	6	-2	16	-119	-2	16	-128	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	118	-2	19	-72	-2	19	37	-2	19	-26	-2	17	-7	-2	17	-73	-2	16	-120	-2	16	0	-2	16	32	-2	16	54	1	6	6	1	7	6	1	6	6	-2	6	-56	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	50	1	7	6	-2	16	-55	-2	16	-128	-2	16	0	-2	16	0	-2	16	32	-2	16	38	-2	19	-71	-2	19	-75	-2	19	-11	-2	19	-27	-2	19	-26	-2	16	-103	-2	16	-77	-2	17	-54	-2	16	-19	-2	16	-28	-2	16	100	-2	16	102	1	7	7	1	6	7	1	7	7	1	6	7	-2	6	-120	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	18	1	7	7	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	19	-23	-2	19	-90	-2	16	-103	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	18	-2	17	-4	-2	17	117	-2	17	-11	-2	17	-11	-2	17	-9	1	7	6	1	6	6	1	7	6	-2	6	-55	-2	6	-128	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	16	-2	6	51	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-22	-2	16	-55	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-111	-2	16	-111	-2	16	-77	1	6	7	1	7	7	1	6	7	1	7	7	-2	6	-120	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	18	-2	16	-52	-2	16	64	-2	16	0	-2	16	0	-2	16	50	-2	19	-6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	1	6	6	1	7	6	1	6	6	-2	6	-55	-2	6	-128	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	16	-2	6	19	-2	16	76	-2	16	64	-2	16	0	-2	16	50	-2	19	-6	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	118	1	6	7	1	7	7	1	6	7	-2	6	-120	-2	6	0	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	16	-2	6	19	-2	16	108	-2	16	100	-2	16	118	-2	19	-6	-2	16	-56	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	102	-2	6	-103	-2	6	-111	-2	6	-111	-2	6	-111	-2	6	-111	-2	6	-111	-2	6	-127	-2	6	-128	-2	6	0	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	16	-2	6	17	-2	6	-111	-2	6	-109	-2	19	-2	-2	16	-20	-2	16	100	-2	16	100	-2	16	102	-2	6	-103	-2	6	-111	-2	6	-127	-2	6	-128	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0
-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	16	-2	6	17	-2	6	-111	-2	6	-111	-2	6	-111	-2	6	-127	-2	6	-128	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0	-2	6	0
